symbol,name,market,sector,industry,theme,note
6382.T,トリニティ工業,JP,機械,機械,機械,スタンダード（内国株式）
6383.T,ダイフク,JP,機械,機械,機械,プライム（内国株式）
6384.T,昭和真空,JP,機械,機械,機械,スタンダード（内国株式）
6387.T,サムコ,JP,機械,機械,機械,プライム（内国株式）
6390.T,加藤製作所,JP,機械,機械,機械,プライム（内国株式）
6391.T,加地テック,JP,機械,機械,機械,スタンダード（内国株式）
6392.T,ヤマダコーポレーション,JP,機械,機械,機械,スタンダード（内国株式）
6393.T,油研工業,JP,機械,機械,機械,スタンダード（内国株式）
6395.T,タダノ,JP,機械,機械,機械,プライム（内国株式）
6396.T,宇野澤組鐵工所,JP,機械,機械,機械,スタンダード（内国株式）
6400.T,不二精機,JP,機械,機械,機械,スタンダード（内国株式）
6402.T,兼松エンジニアリング,JP,機械,機械,機械,スタンダード（内国株式）
6405.T,鈴茂器工,JP,機械,機械,機械,スタンダード（内国株式）
6407.T,ＣＫＤ,JP,機械,機械,機械,プライム（内国株式）
6408.T,小倉クラッチ,JP,機械,機械,機械,スタンダード（内国株式）
6412.T,平和,JP,機械,機械,機械,プライム（内国株式）
6413.T,理想科学工業,JP,機械,機械,機械,プライム（内国株式）
6417.T,ＳＡＮＫＹＯ,JP,機械,機械,機械,プライム（内国株式）
6418.T,日本金銭機械,JP,機械,機械,機械,プライム（内国株式）
6419.T,マースグループホールディングス,JP,機械,機械,機械,プライム（内国株式）
6420.T,ガリレイ,JP,機械,機械,機械,プライム（内国株式）
6424.T,高見沢サイバネティックス,JP,機械,機械,機械,スタンダード（内国株式）
6425.T,ユニバーサルエンターテインメント,JP,機械,機械,機械,スタンダード（内国株式）
6428.T,オーイズミ,JP,機械,機械,機械,スタンダード（内国株式）
6430.T,ダイコク電機,JP,機械,機械,機械,プライム（内国株式）
6432.T,竹内製作所,JP,機械,機械,機械,プライム（内国株式）
6433.T,ヒーハイスト,JP,機械,機械,機械,スタンダード（内国株式）
6436.T,アマノ,JP,機械,機械,機械,プライム（内国株式）
6440.T,ＪＵＫＩ,JP,機械,機械,機械,プライム（内国株式）
6444.T,サンデン,JP,機械,機械,機械,スタンダード（内国株式）
6445.T,ジャノメ,JP,機械,機械,機械,プライム（内国株式）
6448.T,ブラザー工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6454.T,マックス,JP,機械,機械,機械,プライム（内国株式）
6455.T,モリタホールディングス,JP,輸送用機器,自動車・輸送機,輸送用機器,プライム（内国株式）
6457.T,グローリー,JP,機械,機械,機械,プライム（内国株式）
6458.T,新晃工業,JP,機械,機械,機械,プライム（内国株式）
6459.T,大和冷機工業,JP,機械,機械,機械,プライム（内国株式）
6460.T,セガサミーホールディングス,JP,機械,機械,機械,プライム（内国株式）
6463.T,ＴＰＲ,JP,機械,機械,機械,プライム（内国株式）
6464.T,ツバキ・ナカシマ,JP,機械,機械,機械,プライム（内国株式）
6465.T,ホシザキ,JP,機械,機械,機械,プライム（内国株式）
6466.T,ＴＶＥ,JP,機械,機械,機械,スタンダード（内国株式）
6467.T,ニチダイ,JP,機械,機械,機械,スタンダード（内国株式）
6469.T,放電精密加工研究所,JP,機械,機械,機械,スタンダード（内国株式）
6470.T,大豊工業,JP,機械,機械,機械,スタンダード（内国株式）
6471.T,日本精工,JP,機械,機械,機械,プライム（内国株式）
6472.T,ＮＴＮ,JP,機械,機械,機械,プライム（内国株式）
6473.T,ジェイテクト,JP,機械,機械,機械,プライム（内国株式）
6474.T,不二越,JP,機械,機械,機械,プライム（内国株式）
6479.T,ミネベアミツミ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6480.T,日本トムソン,JP,機械,機械,機械,プライム（内国株式）
6481.T,ＴＨＫ,JP,機械,機械,機械,プライム（内国株式）
6482.T,ＹＵＳＨＩＮ,JP,機械,機械,機械,スタンダード（内国株式）
6484.T,ＫＶＫ,JP,機械,機械,機械,スタンダード（内国株式）
6485.T,前澤給装工業,JP,機械,機械,機械,スタンダード（内国株式）
6486.T,イーグル工業,JP,機械,機械,機械,プライム（内国株式）
6488.T,ヨシタケ,JP,機械,機械,機械,スタンダード（内国株式）
6490.T,ＰＩＬＬＡＲ,JP,機械,機械,機械,プライム（内国株式）
6492.T,岡野バルブ製造,JP,機械,機械,機械,スタンダード（内国株式）
6493.T,ＮＩＴＴＡＮ,JP,輸送用機器,自動車・輸送機,輸送用機器,スタンダード（内国株式）
6494.T,ＮＦＫホールディングス,JP,機械,機械,機械,スタンダード（内国株式）
6495.T,宮入バルブ製作所,JP,機械,機械,機械,スタンダード（内国株式）
6496.T,中北製作所,JP,機械,機械,機械,スタンダード（内国株式）
6497.T,ハマイ,JP,機械,機械,機械,スタンダード（内国株式）
6498.T,キッツ,JP,機械,機械,機械,プライム（内国株式）
6501.T,日立製作所,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6503.T,三菱電機,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6504.T,富士電機,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6505.T,東洋電機製造,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6506.T,安川電機,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6507.T,シンフォニアテクノロジー,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6508.T,明電舎,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6513.T,オリジン,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6516.T,山洋電気,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6517.T,デンヨー,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6518.T,三相電機,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6521.T,オキサイド,JP,電気機器,電機・精密,電気機器,グロース（内国株式）
6522.T,アスタリスク,JP,電気機器,電機・精密,電気機器,グロース（内国株式）
6523.T,ＰＨＣホールディングス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6524.T,湖北工業,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6525.T,ＫＯＫＵＳＡＩ ＥＬＥＣＴＲＩＣ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6526.T,ソシオネクスト,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6532.T,ベイカレント,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
6533.T,Ｏｒｃｈｅｓｔｒａ Ｈｏｌｄｉｎｇｓ,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
6535.T,アイモバイル,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
6537.T,ＷＡＳＨハウス,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6538.T,ディスラプターズ,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6539.T,ＭＳ－Ｊａｐａｎ,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
6540.T,船場,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6543.T,日宣,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6544.T,ジャパンエレベーターサービスホールディングス,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
6545.T,インターネットインフィニティー,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6546.T,フルテック,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6547.T,グリーンズ,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6548.T,旅工房,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6549.T,ディーエムソリューションズ,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6551.T,ツナググループ・ホールディングス,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6552.T,ＧａｍｅＷｉｔｈ,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6554.T,エスユーエス,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6555.T,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6557.T,ＡＩＡＩグループ,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6558.T,クックビズ,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6560.T,エル・ティー・エス,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
6561.T,ＨＡＮＡＴＯＵＲ ＪＡＰＡＮ,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6562.T,ジーニー,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6563.T,みらいワークス,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6564.T,ミダックホールディングス,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
6566.T,要興業,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6568.T,神戸天然物化学,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6570.T,共和コーポレーション,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6571.T,キュービーネットホールディングス,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
6572.T,オープングループ,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
6573.T,ＣＲＡＶＩＡ,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6574.T,コンヴァノ,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6577.T,ベストワンドットコム,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6578.T,コレックホールディングス,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6579.T,ログリー,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6580.T,ライトアップ,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
6584.T,三櫻工業,JP,輸送用機器,自動車・輸送機,輸送用機器,プライム（内国株式）
6586.T,マキタ,JP,機械,機械,機械,プライム（内国株式）
6588.T,東芝テック,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6590.T,芝浦メカトロニクス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6592.T,マブチモーター,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6594.T,ニデック,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6597.T,ＨＰＣシステムズ,JP,電気機器,電機・精密,電気機器,グロース（内国株式）
6599.T,エブレン,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6612.T,バルミューダ,JP,電気機器,電機・精密,電気機器,グロース（内国株式）
6613.T,ＱＤレーザ,JP,電気機器,電機・精密,電気機器,グロース（内国株式）
6614.T,シキノハイテック,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6615.T,ユー・エム・シー・エレクトロニクス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6616.T,トレックス・セミコンダクター,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6617.T,東光高岳,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6619.T,ダブル・スコープ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6620.T,宮越ホールディングス,JP,不動産業,不動産,不動産業,プライム（内国株式）
6622.T,ダイヘン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6625.T,ＪＡＬＣＯホールディングス,JP,不動産業,不動産,不動産業,スタンダード（内国株式）
6626.T,ＳＥＭＩＴＥＣ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6627.T,テラプローブ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6629.T,テクノホライゾン,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6630.T,ヤーマン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6632.T,ＪＶＣケンウッド,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6633.T,ＣＧＳホールディングス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6634.T,ＪＮグループ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6635.T,大日光・エンジニアリング,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6637.T,寺崎電気産業,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6638.T,ミマキエンジニアリング,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6643.T,戸上電機製作所,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6644.T,大崎電気工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6645.T,オムロン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6647.T,森尾電機,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6648.T,かわでん,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6651.T,日東工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6652.T,ＩＤＥＣ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6653.T,正興電機製作所,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6654.T,不二電機工業,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6656.T,インスペック,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6658.T,シライ電子工業,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6659.T,メディアリンクス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6662.T,ユビテック,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6663.T,太洋テクノレックス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6664.T,オプトエレクトロニクス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6666.T,リバーエレテック,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6668.T,アドテック プラズマ テクノロジー,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6674.T,ジーエス・ユアサ コーポレーション,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6675.T,サクサ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6676.T,ＢＵＦＦＡＬＯ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6677.T,エスケーエレクトロニクス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6678.T,テクノメディカ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6694.T,ズーム,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6696.T,トラース・オン・プロダクト,JP,電気機器,電機・精密,電気機器,グロース（内国株式）
6699.T,ダイヤモンドエレクトリックホールディングス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6701.T,日本電気,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6702.T,富士通,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6703.T,沖電気工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6706.T,電気興業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6707.T,サンケン電気,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6718.T,アイホン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6721.T,ウインテスト,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6723.T,ルネサスエレクトロニクス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6724.T,セイコーエプソン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6727.T,ワコム,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6728.T,アルバック,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6730.T,アクセル,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6731.T,ピクセラ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6736.T,サン電子,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6737.T,ＥＩＺＯ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6740.T,ジャパンディスプレイ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6741.T,日本信号,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6742.T,京三製作所,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6743.T,大同信号,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6744.T,能美防災,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6745.T,ホーチキ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6748.T,星和電機,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6750.T,エレコム,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6752.T,パナソニック ホールディングス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6753.T,シャープ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6754.T,アンリツ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6757.T,ＯＳＧコーポレーション,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6758.T,ソニーグループ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6762.T,ＴＤＫ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6763.T,帝国通信工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6768.T,タムラ製作所,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6769.T,ザインエレクトロニクス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6770.T,アルプスアルパイン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6771.T,池上通信機,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6772.T,東京コスモス電機,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6775.T,ＴＢグループ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6776.T,天昇電気工業,JP,化学,素材・化学,化学,スタンダード（内国株式）
6777.T,ｓａｎｔｅｃ Ｈｏｌｄｉｎｇｓ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6778.T,アルチザネットワークス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6779.T,日本電波工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6785.T,鈴木,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6786.T,ＲＶＨ,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6787.T,メイコー,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6788.T,日本トリム,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6794.T,フォスター電機,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6797.T,名古屋電機工業,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6798.T,ＳＭＫ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6800.T,ヨコオ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6803.T,ティアック,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6804.T,ホシデン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6806.T,ヒロセ電機,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6807.T,日本航空電子工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6809.T,ＴＯＡ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6810.T,マクセル,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6814.T,古野電気,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6817.T,スミダコーポレーション,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6819.T,伊豆シャボテンリゾート,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
6820.T,アイコム,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6822.T,大井電気,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6823.T,リオン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6824.T,新コスモス電機,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6832.T,アオイ電子,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6834.T,精工技研,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6835.T,アライドテレシスホールディングス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6836.T,ぷらっとホーム,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6837.T,京写,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6838.T,多摩川ホールディングス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6840.T,ＡＫＩＢＡホールディングス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6841.T,横河電機,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6844.T,新電元工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6845.T,アズビル,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6848.T,東亜ディーケーケー,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6849.T,日本光電工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6850.T,チノー,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6853.T,共和電業,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6855.T,日本電子材料,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6856.T,堀場製作所,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6857.T,アドバンテスト,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6858.T,小野測器,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6859.T,エスペック,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6861.T,キーエンス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6862.T,ミナトホールディングス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6863.T,ニレコ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6864.T,エヌエフホールディングス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6866.T,日置電機,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6867.T,リーダー電子,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6869.T,シスメックス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6870.T,日本フェンオール,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6871.T,日本マイクロニクス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6874.T,協立電機,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6875.T,メガチップス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6877.T,ＯＢＡＲＡ ＧＲＯＵＰ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6882.T,三社電機製作所,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6888.T,アクモス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
6890.T,フェローテック,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6894.T,パルステック工業,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6897.T,ツインバード,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6898.T,トミタ電機,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6899.T,ＡＳＴＩ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6902.T,デンソー,JP,輸送用機器,自動車・輸送機,輸送用機器,プライム（内国株式）
6904.T,原田工業,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6905.T,コーセル,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6907.T,ジオマテック,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6908.T,イリソ電子工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6912.T,菊水ホールディングス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6914.T,オプテックスグループ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6915.T,千代田インテグレ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6918.T,アバールデータ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6919.T,ケル,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6920.T,レーザーテック,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6923.T,スタンレー電気,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6925.T,ウシオ電機,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6926.T,岡谷電機産業,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6927.T,ヘリオス テクノ ホールディング,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6928.T,エノモト,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6929.T,日本セラミック,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6932.T,遠藤照明,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6941.T,山一電機,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6942.T,ソフィアホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
6943.T,ＮＫＫスイッチズ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6946.T,日本アビオニクス,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6947.T,図研,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6951.T,日本電子,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6952.T,カシオ計算機,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6954.T,ファナック,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6955.T,ＦＤＫ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6958.T,日本シイエムケイ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6960.T,フクダ電子,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6961.T,エンプラス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6962.T,大真空,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6963.T,ローム,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6964.T,サンコー,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6965.T,浜松ホトニクス,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6966.T,三井ハイテック,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6969.T,松尾電機,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6971.T,京セラ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6976.T,太陽誘電,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6977.T,日本抵抗器製作所,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6981.T,村田製作所,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6982.T,リード,JP,輸送用機器,自動車・輸送機,輸送用機器,スタンダード（内国株式）
6986.T,双葉電子工業,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6988.T,日東電工,JP,化学,素材・化学,化学,プライム（内国株式）
6989.T,北陸電気工業,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6993.T,大黒屋ホールディングス,JP,小売業,小売,小売業,スタンダード（内国株式）
6994.T,指月電機製作所,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6995.T,東海理化電機製作所,JP,輸送用機器,自動車・輸送機,輸送用機器,プライム（内国株式）
6996.T,ニチコン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6997.T,日本ケミコン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
6998.T,日本タングステン,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
6999.T,ＫＯＡ,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
7003.T,三井Ｅ＆Ｓ,JP,機械,機械,機械,プライム（内国株式）
7004.T,カナデビア,JP,機械,機械,機械,プライム（内国株式）
7011.T,三菱重工業,JP,機械,機械,機械,プライム（内国株式）
7012.T,川崎重工業,JP,輸送用機器,自動車・輸送機,輸送用機器,プライム（内国株式）
7013.T,ＩＨＩ,JP,機械,機械,機械,プライム（内国株式）
